time (ms),x-accel,y-accel,z-accel
86983.42186,0.050842,-1.016174,0.270691
86983.44712,0.117935,-1.004211,0.242981
86983.47236,0.077805,-1.041367,0.237762
86983.49761,0.15123,-1.058487,0.238266
86983.52287,0.155823,-1.038467,0.250046
86983.54811,0.069168,-1.017914,0.227051
86983.57338,0.004456,-1.08931,0.292648
86983.59862,0.077209,-1.114182,0.201599
86983.62386,0.058731,-1.245377,0.152039
86983.64913,0.01915,-1.329987,0.164215
86983.67436,-0.101624,-1.56958,-0.02092
86983.69963,-0.340912,-1.684006,-0.143402
86983.72486,-0.662415,-1.428101,0.333771
86983.7501,0.081741,-2.309982,0.708008
86983.77537,0.784744,-1.767181,0.361084
86983.80061,0.631134,-0.882858,0.607483
86983.82587,0.482666,-0.965912,0.136963
86983.85111,-0.224503,-0.57692,0.154358
86983.87634,-0.627289,-0.045471,-0.166885
86983.90161,-0.459366,-0.401291,-0.110184
86983.92685,0.120636,-0.695435,0.097824
86983.95211,0.462158,-0.715149,0.126053
86983.97735,0.346436,-0.846863,0.10704
86984.00259,0.364532,-1.080444,0.385941
86984.02785,0.432327,-1.257294,0.542282
86984.05309,0.420364,-1.427582,0.686172
86984.07836,0.530838,-1.593307,0.854782
86984.10359,1.021072,-1.538559,1.177689
86984.12883,1.04245,-1.278168,0.569351
86984.1541,1.213715,-0.932541,0.574142
86984.17933,1.05925,-0.524414,0.9048
86984.2046,1.188629,-0.614655,0.500076
86984.22983,0.86734,-1.032959,0.463135
86984.25507,-0.372192,-2.067749,-0.905197
86984.28033,-2.018936,-1.352158,0.439758
86984.30557,-0.20105,-2.064178,1.848877
86984.33083,3.964233,-0.146942,-1.965729
86984.35607,0.073502,-1.437775,0.735687
86984.38131,-1.032578,-0.911316,0.161392
86984.40657,0.268692,-1.073685,0.22522
86984.43181,-0.014572,-1.053726,0.108841
86984.45707,-0.071365,-1.014191,0.221527
86984.48232,-0.043564,-1.011566,0.20137
86984.50755,-0.281387,-0.901794,0.272781
86984.53282,-0.083878,-0.92868,0.267059
